Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,What is the highest level of education you have completed?,"Would you describe yourself as proficient or better in English (able to read, write, and communicate effectively)?",Have you ever participated in medical training or shadowing in a hospital?,Have you completed any advanced (college graduate-level) biology courses?,This study has two phases and will last approximately one month. Please indicate whether you agree to participate for the full duration of the study.
69909de81f6b1eeea13f82ee,6648c20d6429196c77d342d9,AWAITING REVIEW,Not Applicable,2026-02-14T16:08:11.114000Z,2026-02-14T16:08:37.745000Z,,2026-02-14T16:08:38.340669Z,27,NOCODE,2920,English,Secondary education (e.g. GED/GCSE),41,Female,Black,United States,United States,United States,English,No,Full-Time,High school (including GED),Yes,No,No,Yes
6990a74a27c6dfa21d5767f6,66a01a0b33095c664f851da7,AWAITING REVIEW,Not Applicable,2026-02-14T16:48:13.533000Z,2026-02-14T16:48:35.930000Z,,2026-02-14T16:48:36.494591Z,23,NOCODE,1299,English,Secondary education (e.g. GED/GCSE),45,Male,Black,United States,United States,United States,English,No,Part-Time,High school (including GED),Yes,No,No,Yes
6990bec7568b2e43ba076bd7,5b3eda9b98a45e0001ede95c,AWAITING REVIEW,Not Applicable,2026-02-14T18:28:26.324000Z,2026-02-14T18:29:02.765000Z,,2026-02-14T18:29:03.413707Z,37,NOCODE,830,English,Secondary education (e.g. GED/GCSE),45,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",High school (including GED),Yes,No,No,Yes
6990c482c523e9d5fb727001,5f744fb50bfbbd0a01cd5435,AWAITING REVIEW,Not Applicable,2026-02-14T18:52:52.845000Z,2026-02-14T18:53:15.218000Z,,2026-02-14T18:53:15.861935Z,23,NOCODE,5896,English,Secondary education (e.g. GED/GCSE),50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",High school (including GED),Yes,No,No,Yes
6990c7d4381e04f044bec79f,6643bed0ed868a9901a9ddec,AWAITING REVIEW,Not Applicable,2026-02-14T19:07:03.986000Z,2026-02-14T19:07:31.869000Z,,2026-02-14T19:07:32.413419Z,28,NOCODE,675,English,Secondary education (e.g. GED/GCSE),23,Female,White,United States,United States,United States,English,No,Part-Time,Less than High School,Yes,No,No,Yes
6990c7ef01273bfe79f6eb4d,5cce9b46b09ec90015f3ef05,AWAITING REVIEW,Not Applicable,2026-02-14T19:07:29.866000Z,2026-02-14T19:07:43.806000Z,,2026-02-14T19:07:44.400413Z,14,NOCODE,864,English,No formal qualifications,27,Female,White,United States,United States,United States,English,Yes,Part-Time,Less than High School,Yes,No,No,Yes
6990ca05dfcff4c850621b28,59cf062758b71700019882d4,AWAITING REVIEW,Not Applicable,2026-02-14T19:16:24.873000Z,2026-02-14T19:16:35.483000Z,,2026-02-14T19:16:36.032346Z,11,NOCODE,10564,English,Secondary education (e.g. GED/GCSE),33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",High school (including GED),Yes,No,No,Yes
6990d4f00340f6de9d468f6d,6980e3207aac4584a25f835f,AWAITING REVIEW,Not Applicable,2026-02-14T20:03:00.143000Z,2026-02-14T20:03:25.765000Z,,2026-02-14T20:03:26.342546Z,26,NOCODE,171,English,No formal qualifications,18,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
6990df994e5c65377a30cca2,6983c5acc32da5f09e90c0e7,AWAITING REVIEW,Not Applicable,2026-02-14T20:48:27.814000Z,2026-02-14T20:48:53.143000Z,,2026-02-14T20:48:53.730493Z,26,NOCODE,32,English,No formal qualifications,18,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),Less than High School,Yes,No,No,Yes
6990eddf2dd4c49931479b52,64ef5620f0a6cf6a9568a4b4,AWAITING REVIEW,Not Applicable,2026-02-14T21:49:23.828000Z,2026-02-14T21:49:47.427000Z,,2026-02-14T21:49:48.653256Z,24,NOCODE,5437,English,Secondary education (e.g. GED/GCSE),50,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time,High school (including GED),Yes,No,No,Yes
6990ef2390abe9749ed8a8fc,6747706e08078042c4a5f030,AWAITING REVIEW,Not Applicable,2026-02-14T21:54:46.509000Z,2026-02-14T21:55:23.894000Z,,2026-02-14T21:55:24.601783Z,38,NOCODE,418,English,Secondary education (e.g. GED/GCSE),41,Male,Mixed,United States,United States,United States,English,No,Part-Time,Associate degree,Yes,No,No,Yes
6990f432308ee58651403e0a,6990ca01ca554d7c92921baa,AWAITING REVIEW,Not Applicable,2026-02-14T22:16:20.773000Z,2026-02-14T22:16:51.850000Z,,2026-02-14T22:16:52.512198Z,32,NOCODE,1,English,No formal qualifications,38,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Less than High School,Yes,No,No,Yes
6990f6c0ceb03e35ac39e8ab,5fc3442312bc5917b8341963,AWAITING REVIEW,Not Applicable,2026-02-14T22:27:14.665000Z,2026-02-14T22:28:13.167000Z,,2026-02-14T22:28:13.737294Z,59,NOCODE,8206,English,No formal qualifications,27,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),Less than High School,Yes,No,No,Yes
6990fe206c0b66b5627fc930,5c0727ff1d461400012b61ee,AWAITING REVIEW,Not Applicable,2026-02-14T22:58:42.767000Z,2026-02-14T22:59:03.510000Z,,2026-02-14T22:59:05.364494Z,21,NOCODE,7954,English,Secondary education (e.g. GED/GCSE),57,Female,White,United States,United States,United States,English,No,Full-Time,High school (including GED),Yes,No,No,Yes
6990fe59e8f643c96b9dd83e,615b76e05c1c5a26e46f1b3e,AWAITING REVIEW,Not Applicable,2026-02-14T22:59:40.470000Z,2026-02-14T23:00:09.490000Z,,2026-02-14T23:00:10.049085Z,30,NOCODE,5024,English,Secondary education (e.g. GED/GCSE),31,Female,Asian,United States,United States,United States,English,No,Part-Time,High school (including GED),Yes,No,No,Yes
69910654a9d96cce7506a9d2,65ecbbfd7c441da2b07a6faa,AWAITING REVIEW,Not Applicable,2026-02-14T23:33:42.067000Z,2026-02-14T23:34:01.412000Z,,2026-02-14T23:34:02.036521Z,20,NOCODE,1988,English,Secondary education (e.g. GED/GCSE),36,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
69911cb57f83d823ca5d0eae,5eb1698b8fb92e076da5a698,AWAITING REVIEW,Not Applicable,2026-02-15T01:09:12.686000Z,2026-02-15T01:09:31.220000Z,,2026-02-15T01:09:31.793889Z,19,NOCODE,1504,English,Secondary education (e.g. GED/GCSE),33,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
6991211f76b34500f161423c,6964248c9ea1fcba0bb01c9f,AWAITING REVIEW,Not Applicable,2026-02-15T01:28:01.831000Z,2026-02-15T01:28:23.384000Z,,2026-02-15T01:28:23.988074Z,22,NOCODE,85,English,Secondary education (e.g. GED/GCSE),23,Male,White,United States,United States,United States,English,No,Full-Time,High school (including GED),Yes,No,No,Yes
69912ba8d4b7817bd4b2bec6,694670c95d97b634f9e9b205,AWAITING REVIEW,Not Applicable,2026-02-15T02:12:59.436000Z,2026-02-15T02:13:29.838000Z,,2026-02-15T02:13:30.559687Z,31,NOCODE,340,English,Secondary education (e.g. GED/GCSE),35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",High school (including GED),Yes,No,No,Yes
69912c0e26d5037039f959b8,695fa47232de0a5707463200,AWAITING REVIEW,Not Applicable,2026-02-15T02:14:41.729000Z,2026-02-15T02:15:04.291000Z,,2026-02-15T02:15:04.940005Z,23,NOCODE,75,English,No formal qualifications,19,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),Less than High School,Yes,No,No,Yes
69912f9c0a92578c5fa634ad,5eceed79840590300f53fa51,AWAITING REVIEW,Not Applicable,2026-02-15T02:29:51.890000Z,2026-02-15T02:30:18.125000Z,,2026-02-15T02:30:18.674853Z,27,NOCODE,9904,English,Secondary education (e.g. GED/GCSE),31,Male,White,United States,United States,United States,English,No,Part-Time,High school (including GED),Yes,No,No,Yes
69913a6823f0100f45114811,699131f3a8c1ca0b1b8f60a8,AWAITING REVIEW,Not Applicable,2026-02-15T03:15:55.719000Z,2026-02-15T03:16:27.177000Z,,2026-02-15T03:16:27.784595Z,32,NOCODE,0,English,No formal qualifications,46,Male,White,United States,United States,DATA_EXPIRED,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Less than High School,Yes,No,No,Yes
6991432eb0bf0a4e24f66765,69427c1ddf7dcadcbcef26fc,AWAITING REVIEW,Not Applicable,2026-02-15T03:53:20.308000Z,2026-02-15T03:53:35.406000Z,,2026-02-15T03:53:35.960187Z,16,NOCODE,510,English,No formal qualifications,18,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
69915028afafd8641758f97f,61088b598794095ab646680c,AWAITING REVIEW,Not Applicable,2026-02-15T04:48:43.305000Z,2026-02-15T04:49:04.584000Z,,2026-02-15T04:49:05.181135Z,22,NOCODE,264,English,No formal qualifications,29,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,High school (including GED),Yes,No,No,Yes
69915ad0ebabfd9bd28c4c86,656cf11e8c036a31a22e0ccc,AWAITING REVIEW,Not Applicable,2026-02-15T05:34:11.570000Z,2026-02-15T05:34:24.573000Z,,2026-02-15T05:34:25.119540Z,14,NOCODE,857,English,Secondary education (e.g. GED/GCSE),20,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
69917417ba31fe208fba47de,5b32e426530770000105e6cb,AWAITING REVIEW,Not Applicable,2026-02-15T07:22:03.764000Z,2026-02-15T07:22:25.576000Z,,2026-02-15T07:22:26.214170Z,22,NOCODE,1428,"English, Spanish",Secondary education (e.g. GED/GCSE),30,Male,Mixed,United States,United States,United States,Spanish,No,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
6991a7a2479e85ce7d162dd8,616b5241d8eb9504f10a5cb2,AWAITING REVIEW,Not Applicable,2026-02-15T11:01:57.715000Z,2026-02-15T11:02:16.012000Z,,2026-02-15T11:02:16.563143Z,19,NOCODE,11649,English,Secondary education (e.g. GED/GCSE),60,Female,Mixed,United States,United States,United States,English,No,Full-Time,High school (including GED),Yes,No,No,Yes
699227b1b611b4b7c7f462e8,66ae787850b4069c0e3a8e14,AWAITING REVIEW,Not Applicable,2026-02-15T20:08:20.261000Z,2026-02-15T20:08:47.491000Z,,2026-02-15T20:08:48.049303Z,28,NOCODE,371,English,Secondary education (e.g. GED/GCSE),39,Female,White,United States,United States,United States,English,No,Other,High school (including GED),Yes,No,No,Yes
699228cf19c5815bd6b92657,5ebe015ae70ab70008895dbd,AWAITING REVIEW,Not Applicable,2026-02-15T20:13:06.148000Z,2026-02-15T20:13:25.799000Z,,2026-02-15T20:13:26.434055Z,20,NOCODE,8432,English,Secondary education (e.g. GED/GCSE),62,Male,Black,Trinidad and Tobago,United States,United States,English,No,Full-Time,Associate degree,Yes,No,No,Yes
69922d224ef68ad43c8a6354,66afed5eb6e4bbada1bf6752,AWAITING REVIEW,Not Applicable,2026-02-15T20:31:33.530000Z,2026-02-15T20:32:04.643000Z,,2026-02-15T20:32:05.362639Z,32,NOCODE,1028,English,Secondary education (e.g. GED/GCSE),59,Male,Black,United States,United States,United States,English,No,Part-Time,Less than High School,Yes,No,No,Yes
69923695485115a77dd436f3,662c292a1796a8709941e1b7,AWAITING REVIEW,Not Applicable,2026-02-15T21:11:51.877000Z,2026-02-15T21:12:14.749000Z,,2026-02-15T21:12:15.434809Z,23,NOCODE,1325,English,Secondary education (e.g. GED/GCSE),41,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
69925831a0f8a2bb82dc02b5,58d7d2c2e9b6dc000129148a,AWAITING REVIEW,Not Applicable,2026-02-15T23:35:15.197000Z,2026-02-15T23:35:29.568000Z,,2026-02-15T23:35:30.156317Z,15,NOCODE,8099,English,No formal qualifications,30,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Less than High School,Yes,No,No,Yes
699285c24a59168c96b8ee8f,697a6147f2b92fc697eb2554,AWAITING REVIEW,Not Applicable,2026-02-16T02:49:41.027000Z,2026-02-16T02:49:58.829000Z,,2026-02-16T02:49:59.362751Z,18,NOCODE,113,English,Secondary education (e.g. GED/GCSE),18,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",Less than High School,Yes,No,No,Yes
6992b1c92eef4c39eb262b97,5d38c604b3126d0001fbed6e,AWAITING REVIEW,Not Applicable,2026-02-16T05:57:31.917000Z,2026-02-16T05:57:55.218000Z,,2026-02-16T05:57:55.776098Z,24,NOCODE,1774,English,Secondary education (e.g. GED/GCSE),34,Female,White,United States,United States,United States,English,No,Full-Time,High school (including GED),Yes,No,No,Yes
6992c6bbaf0dc39bbbc0572e,65e39c3264160e7a80569b26,AWAITING REVIEW,Not Applicable,2026-02-16T07:26:53.541000Z,2026-02-16T07:27:14.530000Z,,2026-02-16T07:27:15.230056Z,21,NOCODE,287,English,Secondary education (e.g. GED/GCSE),26,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
6992fa91a56f7fcd4ae07dbd,663e261411bf5c454c53f80d,AWAITING REVIEW,Not Applicable,2026-02-16T11:08:03.909000Z,2026-02-16T11:08:25.213000Z,,2026-02-16T11:08:25.887488Z,22,NOCODE,959,English,Secondary education (e.g. GED/GCSE),28,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",High school (including GED),Yes,No,No,Yes
6993489e8944910d992758bd,698df37c261bcf761a36ae41,AWAITING REVIEW,Not Applicable,2026-02-16T16:41:05.749000Z,2026-02-16T16:41:39.487000Z,,2026-02-16T16:41:40.183996Z,34,NOCODE,0,English,Secondary education (e.g. GED/GCSE),52,Male,Prefer not to say,United States,United States,DATA_EXPIRED,English,No,Part-Time,High school (including GED),Yes,No,No,Yes
69934b255a27947a3426469e,64bbf16db125b5d6a2f3a911,AWAITING REVIEW,Not Applicable,2026-02-16T16:51:52.288000Z,2026-02-16T16:52:20.341000Z,,2026-02-16T16:52:20.919265Z,29,NOCODE,5360,English,Secondary education (e.g. GED/GCSE),68,Male,White,Cuba,United States,United States,English,No,Part-Time,High school (including GED),Yes,No,No,Yes
69935860149f2b7d6a47cc84,66ba248588478cb117a68e2f,AWAITING REVIEW,Not Applicable,2026-02-16T17:48:19.061000Z,2026-02-16T17:48:40.859000Z,,2026-02-16T17:48:41.443694Z,22,NOCODE,1480,English,Secondary education (e.g. GED/GCSE),32,Male,White,United States,United States,United States,English,No,Other,High school (including GED),Yes,No,No,Yes
69936bbe0a3f57dbdeb64588,5acb69b70527ba0001c25872,AWAITING REVIEW,Not Applicable,2026-02-16T19:10:56.886000Z,2026-02-16T19:11:15.186000Z,,2026-02-16T19:11:15.770890Z,19,NOCODE,2847,English,No formal qualifications,29,Female,White,United States,United States,United States,English,No,Full-Time,Less than High School,Yes,No,No,Yes
6993836d9565e8dac4cedb53,6762196aaa3bf6f688761cb6,AWAITING REVIEW,Not Applicable,2026-02-16T20:52:00.342000Z,2026-02-16T20:52:13.386000Z,,2026-02-16T20:52:14.003122Z,14,NOCODE,545,English,Secondary education (e.g. GED/GCSE),30,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),High school (including GED),Yes,No,No,Yes
69947258dfcd4c0a003b2ad9,64fb30365bea2333e0da11ee,AWAITING REVIEW,Not Applicable,2026-02-17T13:51:22.842000Z,2026-02-17T13:51:56.729000Z,,2026-02-17T13:51:57.372108Z,34,NOCODE,787,English,No formal qualifications,33,Male,White,United States,United States,United States,English,No,Part-Time,Less than High School,Yes,No,No,Yes
6994e34f4b62fce5af2c57b2,5e126b9197234b8e495a178d,AWAITING REVIEW,Not Applicable,2026-02-17T21:53:21.664000Z,2026-02-17T21:53:51.525000Z,,2026-02-17T21:53:52.095769Z,30,NOCODE,716,English,No formal qualifications,42,Male,White,United States,United States,United States,English,No,Full-Time,High school (including GED),Yes,No,No,Yes
69952f8a01d1d00990e967f9,57a93244dcff7d0001c7d86f,AWAITING REVIEW,Not Applicable,2026-02-18T03:18:36.271000Z,2026-02-18T03:19:02.787000Z,,2026-02-18T03:19:03.335360Z,27,NOCODE,4460,English,No formal qualifications,31,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),Less than High School,Yes,No,No,Yes
69954a001e8022ebfe8f7a1f,698fb7ba7f3e42ae8abe4341,AWAITING REVIEW,Not Applicable,2026-02-18T05:11:30.910000Z,2026-02-18T05:12:11.404000Z,,2026-02-18T05:12:11.933231Z,41,NOCODE,8,"English, Spanish",No formal qualifications,18,Male,White,United States,United States,United States,Spanish,Yes,Other,Less than High School,Yes,No,No,Yes
6995aa3908667f31bb56fe51,5e6784bc622ffe000c766b4b,AWAITING REVIEW,Not Applicable,2026-02-18T12:02:03.925000Z,2026-02-18T12:02:39.189000Z,,2026-02-18T12:02:39.787290Z,36,NOCODE,431,English,No formal qualifications,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Less than High School,Yes,No,No,Yes
69962418ef2aeb6770074fb1,698ce7fd99026eeb1749234b,AWAITING REVIEW,Not Applicable,2026-02-18T20:42:02.854000Z,2026-02-18T20:42:23.265000Z,,2026-02-18T20:42:23.961644Z,21,NOCODE,3,English,No formal qualifications,28,Male,Mixed,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",Less than High School,Yes,No,No,Yes
6996319cbefaf0097222c9f9,6993fa9e573b5b886a7ca08f,AWAITING REVIEW,Not Applicable,2026-02-18T21:39:42.661000Z,2026-02-18T21:40:03.207000Z,,2026-02-18T21:40:04.116935Z,21,NOCODE,9,English,No formal qualifications,18,Male,White,United States,United States,DATA_EXPIRED,English,Yes,Part-Time,Less than High School,Yes,No,No,Yes
6997af98dc6a892d7768bfb4,66439d43c9223566a67d5397,AWAITING REVIEW,Not Applicable,2026-02-20T00:49:30.682000Z,2026-02-20T00:49:53.043000Z,,2026-02-20T00:49:53.666144Z,23,NOCODE,163,English,No formal qualifications,23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),Less than High School,Yes,No,No,Yes
